Sample	Family.ID	SubPopulation	Population.Description	Gender	Population
HG02047	VN056	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG01868	VN035	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG01865	VN032	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02078	VN067	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG01873	VN040	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02088	VN072	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG01869	VN036	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG02085	VN069	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG01867	VN034	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02040	VN054	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02035	VN052	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02046	VN056	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG01872	VN039	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG01844	VN011	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02512	VN087	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG02077	VN067	KHV	Kinh in Ho Chi Minh City, Vietnam	male	EAS
HG01848	VN015	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG01845	VN012	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
HG01847	VN014	KHV	Kinh in Ho Chi Minh City, Vietnam	female	EAS
NA19020	NA19020	LWK	Luhya in Webuye, Kenya	male	AFR
NA19026	NA19026	LWK	Luhya in Webuye, Kenya	male	AFR
NA19023	NA19023	LWK	Luhya in Webuye, Kenya	female	AFR
NA19024	NA19024	LWK	Luhya in Webuye, Kenya	female	AFR
NA19025	NA19025	LWK	Luhya in Webuye, Kenya	male	AFR
NA19038	NA19038	LWK	Luhya in Webuye, Kenya	female	AFR
NA19041	NA19041	LWK	Luhya in Webuye, Kenya	male	AFR
NA19042	NA19042	LWK	Luhya in Webuye, Kenya	female	AFR
NA19043	NA19043	LWK	Luhya in Webuye, Kenya	male	AFR
NA19044	NA19044	LWK	Luhya in Webuye, Kenya	male	AFR
NA19046	NA19046	LWK	Luhya in Webuye, Kenya	male	AFR
NA19027	NA19027	LWK	Luhya in Webuye, Kenya	male	AFR
NA19028	NA19028	LWK	Luhya in Webuye, Kenya	male	AFR
NA19030	NA19030	LWK	Luhya in Webuye, Kenya	female	AFR
NA19031	NA19031	LWK	Luhya in Webuye, Kenya	male	AFR
NA19035	NA19035	LWK	Luhya in Webuye, Kenya	male	AFR
NA19036	NA19036	LWK	Luhya in Webuye, Kenya	female	AFR
NA19037	NA19037	LWK	Luhya in Webuye, Kenya	female	AFR
NA19017	NA19017	LWK	Luhya in Webuye, Kenya	female	AFR
NA19019	NA19019	LWK	Luhya in Webuye, Kenya	female	AFR
NA19307	NA19307	LWK	Luhya in Webuye, Kenya	male	AFR
NA19308	NA19308	LWK	Luhya in Webuye, Kenya	male	AFR
NA19309	NA19309	LWK	Luhya in Webuye, Kenya	male	AFR
NA19310	NA19310	LWK	Luhya in Webuye, Kenya	female	AFR
NA19311	NA19311	LWK	Luhya in Webuye, Kenya	male	AFR
NA19312	NA19312	LWK	Luhya in Webuye, Kenya	male	AFR
NA19313	LWK001	LWK	Luhya in Webuye, Kenya	female	AFR
NA19314	NA19314	LWK	Luhya in Webuye, Kenya	female	AFR
NA19315	NA19315	LWK	Luhya in Webuye, Kenya	female	AFR
NA19316	NA19316	LWK	Luhya in Webuye, Kenya	female	AFR
NA19317	NA19317	LWK	Luhya in Webuye, Kenya	male	AFR
NA19318	NA19318	LWK	Luhya in Webuye, Kenya	male	AFR
NA19319	NA19319	LWK	Luhya in Webuye, Kenya	male	AFR
NA19320	NA19320	LWK	Luhya in Webuye, Kenya	female	AFR
NA19321	NA19321	LWK	Luhya in Webuye, Kenya	female	AFR
NA19323	NA19323	LWK	Luhya in Webuye, Kenya	female	AFR
NA19324	NA19324	LWK	Luhya in Webuye, Kenya	female	AFR
NA19327	NA19327	LWK	Luhya in Webuye, Kenya	female	AFR
NA19328	NA19328	LWK	Luhya in Webuye, Kenya	female	AFR
NA19331	LWK001	LWK	Luhya in Webuye, Kenya	male	AFR
NA19332	NA19332	LWK	Luhya in Webuye, Kenya	female	AFR
NA19334	NA19334	LWK	Luhya in Webuye, Kenya	male	AFR
NA19338	NA19338	LWK	Luhya in Webuye, Kenya	female	AFR
NA19346	NA19346	LWK	Luhya in Webuye, Kenya	male	AFR
NA19347	NA19347	LWK	Luhya in Webuye, Kenya	male	AFR
NA19350	NA19350	LWK	Luhya in Webuye, Kenya	male	AFR
NA19351	NA19351	LWK	Luhya in Webuye, Kenya	female	AFR
NA19352	NA19352	LWK	Luhya in Webuye, Kenya	male	AFR
NA19355	NA19355	LWK	Luhya in Webuye, Kenya	female	AFR
NA19359	NA19359	LWK	Luhya in Webuye, Kenya	male	AFR
NA19360	NA19360	LWK	Luhya in Webuye, Kenya	male	AFR
NA19371	NA19371	LWK	Luhya in Webuye, Kenya	male	AFR
NA19372	NA19372	LWK	Luhya in Webuye, Kenya	male	AFR
NA19373	NA19373	LWK	Luhya in Webuye, Kenya	male	AFR
NA19374	NA19374	LWK	Luhya in Webuye, Kenya	male	AFR
NA19375	NA19375	LWK	Luhya in Webuye, Kenya	male	AFR
NA19376	NA19376	LWK	Luhya in Webuye, Kenya	male	AFR
NA19377	NA19377	LWK	Luhya in Webuye, Kenya	female	AFR
NA19378	NA19378	LWK	Luhya in Webuye, Kenya	female	AFR
NA19379	NA19379	LWK	Luhya in Webuye, Kenya	female	AFR
NA19380	NA19380	LWK	Luhya in Webuye, Kenya	male	AFR
NA19381	LWK002	LWK	Luhya in Webuye, Kenya	female	AFR
NA19382	LWK002	LWK	Luhya in Webuye, Kenya	male	AFR
NA19383	NA19383	LWK	Luhya in Webuye, Kenya	male	AFR
NA19384	NA19384	LWK	Luhya in Webuye, Kenya	male	AFR
NA19385	NA19385	LWK	Luhya in Webuye, Kenya	male	AFR
NA19390	NA19390	LWK	Luhya in Webuye, Kenya	female	AFR
NA19391	NA19391	LWK	Luhya in Webuye, Kenya	female	AFR
NA19393	NA19393	LWK	Luhya in Webuye, Kenya	male	AFR
NA19394	NA19394	LWK	Luhya in Webuye, Kenya	male	AFR
NA19395	NA19395	LWK	Luhya in Webuye, Kenya	female	AFR
NA19396	NA19396	LWK	Luhya in Webuye, Kenya	female	AFR
NA19397	NA19397	LWK	Luhya in Webuye, Kenya	male	AFR
NA19398	NA19398	LWK	Luhya in Webuye, Kenya	female	AFR
NA19399	NA19399	LWK	Luhya in Webuye, Kenya	female	AFR
NA19401	NA19401	LWK	Luhya in Webuye, Kenya	female	AFR
NA19403	NA19403	LWK	Luhya in Webuye, Kenya	female	AFR
NA19404	NA19404	LWK	Luhya in Webuye, Kenya	female	AFR
NA19428	NA19428	LWK	Luhya in Webuye, Kenya	male	AFR
NA19429	NA19429	LWK	Luhya in Webuye, Kenya	male	AFR
NA19430	NA19430	LWK	Luhya in Webuye, Kenya	male	AFR
NA19431	NA19431	LWK	Luhya in Webuye, Kenya	female	AFR
NA19432	LWK003	LWK	Luhya in Webuye, Kenya	female	AFR
NA19434	LWK003	LWK	Luhya in Webuye, Kenya	female	AFR
NA19435	NA19435	LWK	Luhya in Webuye, Kenya	female	AFR
NA19436	NA19436	LWK	Luhya in Webuye, Kenya	female	AFR
NA19437	NA19437	LWK	Luhya in Webuye, Kenya	female	AFR
NA19438	NA19438	LWK	Luhya in Webuye, Kenya	female	AFR
NA19439	NA19439	LWK	Luhya in Webuye, Kenya	female	AFR
NA19440	NA19440	LWK	Luhya in Webuye, Kenya	female	AFR
NA19443	NA19443	LWK	Luhya in Webuye, Kenya	male	AFR
NA19444	LWK003	LWK	Luhya in Webuye, Kenya	male	AFR
NA19445	LWK004	LWK	Luhya in Webuye, Kenya	female	AFR
NA19446	NA19446	LWK	Luhya in Webuye, Kenya	female	AFR
NA19448	NA19448	LWK	Luhya in Webuye, Kenya	male	AFR
NA19449	NA19449	LWK	Luhya in Webuye, Kenya	female	AFR
NA19451	NA19451	LWK	Luhya in Webuye, Kenya	male	AFR
NA19452	NA19452	LWK	Luhya in Webuye, Kenya	male	AFR
NA19453	LWK004	LWK	Luhya in Webuye, Kenya	male	AFR
NA19454	NA19454	LWK	Luhya in Webuye, Kenya	male	AFR
NA19455	NA19455	LWK	Luhya in Webuye, Kenya	male	AFR
NA19456	NA19456	LWK	Luhya in Webuye, Kenya	female	AFR
NA19457	NA19457	LWK	Luhya in Webuye, Kenya	female	AFR
NA19461	NA19461	LWK	Luhya in Webuye, Kenya	male	AFR
NA19462	NA19462	LWK	Luhya in Webuye, Kenya	female	AFR
NA19463	NA19463	LWK	Luhya in Webuye, Kenya	female	AFR
NA19466	NA19466	LWK	Luhya in Webuye, Kenya	male	AFR
NA19467	NA19467	LWK	Luhya in Webuye, Kenya	female	AFR
NA19468	NA19468	LWK	Luhya in Webuye, Kenya	female	AFR
NA19469	LWK005	LWK	Luhya in Webuye, Kenya	female	AFR
NA19470	LWK005	LWK	Luhya in Webuye, Kenya	female	AFR
NA19471	NA19471	LWK	Luhya in Webuye, Kenya	female	AFR
NA19472	NA19472	LWK	Luhya in Webuye, Kenya	female	AFR
NA19473	NA19473	LWK	Luhya in Webuye, Kenya	female	AFR
NA19474	NA19474	LWK	Luhya in Webuye, Kenya	female	AFR
NA19475	NA19475	LWK	Luhya in Webuye, Kenya	female	AFR
HG03486	SL61	MSL	Mende in Sierra Leone	female	AFR
HG03098	SL16	MSL	Mende in Sierra Leone	male	AFR
HG03485	SL61	MSL	Mende in Sierra Leone	female	AFR
HG03097	SL16	MSL	Mende in Sierra Leone	female	AFR
HG03571	SL70	MSL	Mende in Sierra Leone	male	AFR
HG03060	HG03060	MSL	Mende in Sierra Leone	male	AFR
HG03574	SL71	MSL	Mende in Sierra Leone	male	AFR
HG03059	SL03	MSL	Mende in Sierra Leone	male	AFR
HG03484	SL61	MSL	Mende in Sierra Leone	male	AFR
HG03572	SL70	MSL	Mende in Sierra Leone	female	AFR
HG03547	HG03547	MSL	Mende in Sierra Leone	male	AFR
HG03061	SL04	MSL	Mende in Sierra Leone	female	AFR
HG03575	SL71	MSL	Mende in Sierra Leone	female	AFR
HG03096	SL16	MSL	Mende in Sierra Leone	male	AFR
HG03062	SL04	MSL	Mende in Sierra Leone	male	AFR
HG03548	HG03548	MSL	Mende in Sierra Leone	female	AFR
HG03055	SL02	MSL	Mende in Sierra Leone	female	AFR
HG03576	SL71	MSL	Mende in Sierra Leone	female	AFR
HG03569	SL69	MSL	Mende in Sierra Leone	female	AFR
HG03411	SL35	MSL	Mende in Sierra Leone	female	AFR
HG03056	SL02	MSL	Mende in Sierra Leone	male	AFR
HG03480	SL59	MSL	Mende in Sierra Leone	female	AFR
HG03556	HG03556	MSL	Mende in Sierra Leone	male	AFR
HG03557	HG03557	MSL	Mende in Sierra Leone	female	AFR
HG03063	SL05	MSL	Mende in Sierra Leone	male	AFR
HG03549	HG03549	MSL	Mende in Sierra Leone	female	AFR
HG03052	SL01	MSL	Mende in Sierra Leone	female	AFR
HG03053	SL01	MSL	Mende in Sierra Leone	female	AFR
HG03054	SL02	MSL	Mende in Sierra Leone	male	AFR
HG03566	HG03566	MSL	Mende in Sierra Leone	female	AFR
HG03567	HG03567	MSL	Mende in Sierra Leone	female	AFR
HG03091	SL14	MSL	Mende in Sierra Leone	female	AFR
HG03095	SL15	MSL	Mende in Sierra Leone	female	AFR
HG03465	SL54	MSL	Mende in Sierra Leone	male	AFR
HG03057	HG03057	MSL	Mende in Sierra Leone	male	AFR
HG03058	SL03	MSL	Mende in Sierra Leone	female	AFR
HG03432	HG03432	MSL	Mende in Sierra Leone	male	AFR
HG03558	HG03558	MSL	Mende in Sierra Leone	female	AFR
HG03559	SL66	MSL	Mende in Sierra Leone	male	AFR
HG03563	SL67	MSL	Mende in Sierra Leone	female	AFR
HG03564	SL67	MSL	Mende in Sierra Leone	female	AFR
HG03565	HG03565	MSL	Mende in Sierra Leone	male	AFR
HG03086	HG03086	MSL	Mende in Sierra Leone	female	AFR
HG03088	SL13	MSL	Mende in Sierra Leone	female	AFR
HG03478	SL59	MSL	Mende in Sierra Leone	male	AFR
HG03479	SL59	MSL	Mende in Sierra Leone	female	AFR
HG03408	SL34	MSL	Mende in Sierra Leone	male	AFR
HG03466	SL50i	MSL	Mende in Sierra Leone	male	AFR
HG03468	SL50i	MSL	Mende in Sierra Leone	male	AFR
HG03469	SL56i	MSL	Mende in Sierra Leone	male	AFR
HG03577	SL72	MSL	Mende in Sierra Leone	male	AFR
HG03578	SL72	MSL	Mende in Sierra Leone	female	AFR
HG03472	HG03472	MSL	Mende in Sierra Leone	male	AFR
HG03473	SL57	MSL	Mende in Sierra Leone	female	AFR
HG03474	SL57	MSL	Mende in Sierra Leone	male	AFR
HG03476	SL58	MSL	Mende in Sierra Leone	female	AFR
HG03477	SL58	MSL	Mende in Sierra Leone	male	AFR
HG03066	SL06	MSL	Mende in Sierra Leone	male	AFR
HG03069	SL07	MSL	Mende in Sierra Leone	male	AFR
HG03072	SL08	MSL	Mende in Sierra Leone	male	AFR
HG03419	SL38	MSL	Mende in Sierra Leone	female	AFR
HG03428	SL42	MSL	Mende in Sierra Leone	female	AFR
HG03431	HG03431	MSL	Mende in Sierra Leone	female	AFR
HG03470	SL56	MSL	Mende in Sierra Leone	female	AFR
HG03471	SL56i	MSL	Mende in Sierra Leone	male	AFR
HG03433	HG03433	MSL	Mende in Sierra Leone	male	AFR
HG03436	HG03436	MSL	Mende in Sierra Leone	male	AFR
HG03084	HG03084	MSL	Mende in Sierra Leone	male	AFR
HG03085	HG03085	MSL	Mende in Sierra Leone	female	AFR
HG03460	HG03460	MSL	Mende in Sierra Leone	male	AFR
HG03461	HG03461	MSL	Mende in Sierra Leone	female	AFR
HG03225	SL23	MSL	Mende in Sierra Leone	male	AFR
HG03462	HG03462	MSL	Mende in Sierra Leone	male	AFR
HG03464	SL54	MSL	Mende in Sierra Leone	female	AFR
HG03384	SL26	MSL	Mende in Sierra Leone	female	AFR
HG03385	SL27	MSL	Mende in Sierra Leone	male	AFR
HG03388	SL28	MSL	Mende in Sierra Leone	male	AFR
HG03390	SL28	MSL	Mende in Sierra Leone	male	AFR
HG03391	SL29	MSL	Mende in Sierra Leone	male	AFR
HG03393	HG03393	MSL	Mende in Sierra Leone	female	AFR
HG03394	SL30	MSL	Mende in Sierra Leone	male	AFR
HG03397	HG03397	MSL	Mende in Sierra Leone	male	AFR
HG03398	HG03398	MSL	Mende in Sierra Leone	female	AFR
HG03399	SL26	MSL	Mende in Sierra Leone	male	AFR
HG03401	SL32	MSL	Mende in Sierra Leone	female	AFR
HG03402	SL32	MSL	Mende in Sierra Leone	female	AFR
HG03449	SL49	MSL	Mende in Sierra Leone	female	AFR
HG03410	SL35	MSL	Mende in Sierra Leone	female	AFR
HG03074	HG03074	MSL	Mende in Sierra Leone	male	AFR
HG03451	SL50	MSL	Mende in Sierra Leone	male	AFR
HG03076	SL09	MSL	Mende in Sierra Leone	female	AFR
HG03078	HG03078	MSL	Mende in Sierra Leone	male	AFR
HG03081	SL11	MSL	Mende in Sierra Leone	male	AFR
HG03082	SL11	MSL	Mende in Sierra Leone	female	AFR
HG03437	HG03437	MSL	Mende in Sierra Leone	female	AFR
HG03064	SL05	MSL	Mende in Sierra Leone	female	AFR
HG03065	SL05	MSL	Mende in Sierra Leone	male	AFR
HG03445	HG03445	MSL	Mende in Sierra Leone	male	AFR
HG03446	HG03446	MSL	Mende in Sierra Leone	female	AFR
HG03382	SL26	MSL	Mende in Sierra Leone	male	AFR
HG03073	SL08	MSL	Mende in Sierra Leone	female	AFR
HG03450	SL49	MSL	Mende in Sierra Leone	female	AFR
HG03079	SL10	MSL	Mende in Sierra Leone	female	AFR
HG03458	SL52	MSL	Mende in Sierra Leone	female	AFR
HG03077	HG03077	MSL	Mende in Sierra Leone	male	AFR
HG03454	SL51	MSL	Mende in Sierra Leone	male	AFR
HG03224	SL22	MSL	Mende in Sierra Leone	male	AFR
HG03381	SL30	MSL	Mende in Sierra Leone	female	AFR
HG03459	SL52	MSL	Mende in Sierra Leone	male	AFR
HG03212	SL18	MSL	Mende in Sierra Leone	female	AFR
HG03452	SL50	MSL	Mende in Sierra Leone	female	AFR
HG03453	SL50	MSL	Mende in Sierra Leone	female	AFR
HG03583	SL73	MSL	Mende in Sierra Leone	female	AFR
HG03383	HG03383	MSL	Mende in Sierra Leone	female	AFR
HG03438	SL56	MSL	Mende in Sierra Leone	female	AFR
HG03579	SL72	MSL	Mende in Sierra Leone	male	AFR
HG03080	SL10	MSL	Mende in Sierra Leone	female	AFR
HG03457	HG03457	MSL	Mende in Sierra Leone	male	AFR
HG03584	SL73	MSL	Mende in Sierra Leone	female	AFR
HG03209	SL17	MSL	Mende in Sierra Leone	male	AFR
HG03582	SL73	MSL	Mende in Sierra Leone	male	AFR
HG03380	SL25	MSL	Mende in Sierra Leone	female	AFR
HG03456	SL51	MSL	Mende in Sierra Leone	male	AFR
HG03376	SL24	MSL	Mende in Sierra Leone	male	AFR
HG03455	SL51	MSL	Mende in Sierra Leone	female	AFR
HG03442	HG03442	MSL	Mende in Sierra Leone	male	AFR
HG03378	HG03378	MSL	Mende in Sierra Leone	female	AFR
HG03439	SL46	MSL	Mende in Sierra Leone	male	AFR
HG03620	PK44	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03621	PK45	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02733	PK26	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02734	PK26	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02689	PK18	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02691	PK19	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02662	PK15	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG01586	PK03	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02661	PK15	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG01590	PK04	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02731	PK25	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03619	PK44	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02690	PK19	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02794	PK34	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03238	PK41	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG01583	PK02	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02653	PK12	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG01589	PK04	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02660	PK15	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02724	PK23	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03704	PK60	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02601	PK09	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02727	PK24	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02729	PK24	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03618	PK44	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03239	PK41	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03639	PK51	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03640	PK51	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02735	PK26	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02736	PK27	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02737	PK27	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02738	PK27	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03631	PK48	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02725	PK23	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG01594	PK05	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03636	PK50	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02685	PK17	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03487	PK42	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03638	PK50	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03657	PK54	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02654	PK13	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03641	PK51	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02692	PK19	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02694	PK20	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03705	PK61	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02658	PK14	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG01593	PK05	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02600	PK09	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02787	PK32	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02726	PK23	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02728	PK24	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02604	PK10	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02605	PK10	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02793	PK34	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03237	PK41	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03700	PK59	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03624	PK46	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03625	PK46	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03626	PK46	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02659	PK14	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03633	PK49	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03634	PK49	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03635	PK49	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03710	PK62	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02686	PK17	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03488	PK42	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03489	PK42	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03699	PK59	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02655	PK13	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03701	PK59	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03702	PK60	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03703	PK60	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02681	PK16	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03707	PK61	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03708	PK62	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03709	PK62	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02602	PK09	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02651	PK12	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02652	PK12	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03765	PK64	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03660	PK55	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02492	PK06	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02656	PK13	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02657	PK14	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03668	PK58	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03669	PK58	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02599	PK08	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02786	PK32	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03228	PK38	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02684	PK17	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02603	PK10	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02790	PK33	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02791	PK33	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02792	PK34	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02779	PK29	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02493	PK07	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02494	PK07	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02495	PK07	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02783	PK31	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03629	PK47	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02682	PK16	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02683	PK16	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02648	PK11	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02649	PK11	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02650	PK11	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02687	PK18	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02688	PK18	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03236	PK40	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02780	PK30	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03663	PK56	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03667	PK58	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03492	PK43	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02696	PK21	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02697	PK21	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03706	PK61	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02698	PK21	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02788	PK32	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02789	PK33	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02776	PK28	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02778	PK29	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02490	PK06	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02491	PK06	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03490	PK43	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03491	PK43	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03769	PK65	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02784	PK31	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02597	PK08	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02785	PK31	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03235	PK40	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02699	PK22	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02774	PK28	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03234	PK40	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03767	PK65	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03763	PK63	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03023	PK37	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03766	PK64	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03015	PK35	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03656	PK54	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02781	PK30	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03229	PK38	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02775	PK28	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03762	PK63	PJL	Punjabi in Lahore,Pakistan	female	SAS
